#####################################################################
# Alchemist log file - simulation started at: 2024-04-12T13:57+0000 #
#####################################################################
#
# Algorithm = bc_re_c, CamHerdRatio = 2.0, NumberOfHerds = 4.0, Seed = 1.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceived[mean] NoisePerceived[variance] BodyCoverage[mean] BodyCoverage[variance] CentroidQuality[mean] CentroidQuality[variance] 
0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN
0.004885589795766698 0.0 0.0 0.0 1.4142 25.369756674745346 0.0 0.0 0.0 0.0 0.0
5.004885589795767 0.0 0.0 350.0 1310.4718 24.80968309431392 2.553553498233402 0.0 0.0 0.0 0.0
10.004885589795766 0.0 0.0 400.0 1230.8828 24.94854993493708 2.6184965114504717 0.0 0.0 0.0 0.0
15.004885589795766 0.0 0.0 400.0 1195.404 25.11919978801496 2.743909121756639 0.0 0.0 0.0 0.0
20.004885589795766 0.0 0.0 400.0 1188.6801 25.34534217157622 2.9667999110966146 0.0 0.0 0.0 0.0
25.004885589795766 0.0 0.0 400.0 1189.5033 25.61964124682594 3.280421831880563 0.0 0.0 0.0 0.0
30.004885589795766 0.0 0.0 400.0 1266.6951 25.978743437994343 3.7924669226642154 0.0 0.0 0.0 0.0
35.00488558979576 0.0 0.0 400.0 1277.1534 26.46035945179352 4.671711084170939 0.0 0.0 0.0 0.0
40.00488558979576 0.0 0.0 400.0 1266.9392 27.072919429432332 6.124436653172273 0.0 0.0 0.0 0.0
45.00488558979576 0.0 0.04 400.0 1288.3223 27.837494589291303 8.628677689481497 0.00864013646684688 0.0018096802999144552 5.70380212065949E-4 0.00841785139312769
50.00488558979576 0.0 0.184 400.0 1269.3269 28.356134019231174 18.190670887517665 0.03614929608083982 0.006206960801542825 0.13054515432212688 0.08329687617769825
55.00488558979576 0.0 0.232 372.5019 1264.5669 28.193174085173805 23.86454058804474 0.044927254759606475 0.006744027714317615 0.16042062638264573 0.09105607929723679
60.00488558979576 0.0 0.208 360.8633 1292.2703 27.759515387071094 25.585582978346494 0.04173803396603094 0.0063767454247993915 0.15141270335963272 0.08832331154730912
