#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T15:00+0000 #
#####################################################################
#
# Algorithm = ff_linpro_c, CamHerdRatio = 2.0, NumberOfHerds = 4.0, Seed = 10.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.004 0.0 0.0 0.0 1.4142 NaN NaN 20.5 0.00 20.5 20.5 0.00 0.00 0.00 0.00
1e+01 0.0 0.0 745.0 2617.9683 NaN NaN 22.1 1.33 23.8 24.1 0.00 0.00 0.00 0.00
2e+01 0.0 0.0 800.0 2511.0873 NaN NaN 22.3 1.57 24.2 24.5 0.00 0.00 0.00 0.00
3e+01 0.0 0.0 800.0 2481.5608 NaN NaN 22.6 1.97 24.8 25.1 0.00 0.00 0.00 0.00
4e+01 0.0 0.0 800.0 2550.9016 NaN NaN 23.1 2.50 25.4 25.9 0.00 0.00 0.00 0.00
5e+01 0.0 0.0 800.0 2635.2363 NaN NaN 23.6 2.89 26.1 26.7 0.00 0.00 0.00 0.00
6e+01 0.0 0.0 800.0 2682.5765 NaN NaN 24.3 3.07 26.3 26.9 0.00 0.00 0.00 0.00
7e+01 0.0 0.0 800.0 2696.8109 NaN NaN 25.3 4.85 28.4 29.2 0.00 0.00 0.00 0.00
8e+01 0.0 0.2248 800.0 2690.4656 NaN NaN 27.1 18.6 34.8 36.9 0.0839 0.0269 0.141 0.0806
9e+01 0.0 0.2326 711.4946 2645.0999 NaN NaN 27.1 22.7 35.6 38.5 0.0863 0.0253 0.152 0.0850
1e+02 0.0 0.2248 708.1094 2629.4868 NaN NaN 26.3 26.7 35.5 39.0 0.0784 0.0219 0.144 0.0811
1e+02 0.0 0.1938 709.3332 2612.5285 NaN NaN 25.6 29.3 35.3 39.4 0.0666 0.0191 0.129 0.0759
1e+02 0.0 0.186 707.8308 2586.3562 NaN NaN 25.4 30.3 35.2 39.7 0.0597 0.0162 0.128 0.0773
1e+02 0.0 0.2248 715.6846 2551.7521 NaN NaN 25.9 36.2 36.0 40.2 0.0665 0.0176 0.129 0.0710
