#####################################################################
# Alchemist log file - simulation started at: 2024-04-29T02:10+0000 #
#####################################################################
#
# Algorithm = ff_linpro, CamHerdRatio = 1.0, NumberOfHerds = 2.0, Seed = 69.0
#
# The columns have the following meaning: 
# time 3-coverage 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] BodyCoverageOnlyCovered[mean] BodyCoverageOnlyCovered[variance] FovDistance[mean] FovDistance[variance] FovDistanceOnlyCovered[mean] FovDistanceOnlyCovered[variance] 
0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0032449290813327814 0.0 0.0 0.0 0.0 1.8028 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
10.003244929081333 0.0 0.0 0.0 180.0 2541.804 0.05536332180947854 1.9319204901144433E-4 1.1808014549557864 22.49790216679609 0.0 20.148378509750437 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
20.003244929081333 0.0 0.0 0.0 200.0 2437.3705 0.04003955131980784 7.584754397623236E-4 6.465827271426786 89.87763432042337 20.316081327538612 20.54246297931705 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
30.003244929081333 0.0 0.0 0.0 200.0 2345.763 0.02965905567853393 8.723132736664882E-4 10.191735183758516 106.55487348912908 20.79400484193814 20.984024861950626 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
40.00324492908133 0.0 0.0 0.0 200.0 2408.0821 0.029659609567353997 8.722801410986722E-4 10.366136038971586 110.23904956422957 21.18779833971068 21.453095899809842 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
50.00324492908133 0.0 0.0 0.0 200.0 2232.2156 0.029659802408005413 8.722686063823179E-4 10.381710127930655 110.58640599438426 21.249970677297814 21.555388860229417 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
60.00324492908133 0.0 0.0 0.0 200.0 2355.6948 0.03114215618115618 8.693461571290422E-4 9.715448389677709 107.14020432651806 20.95716581697493 21.300106478319712 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
70.00324492908133 0.0 0.0 0.0 200.0 2266.7333 0.04597134003842619 5.958388090861189E-4 4.441927737659735 71.18078165929168 20.371162870097066 20.70708310678995 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
80.00324492908133 0.0 0.0 0.0 200.0 2295.1643 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
